Freq.	V(out)/V(in)
7.96214341106986e+03	(-1.48548067811777e-01dB,1.53152144864154e+01)
8.14760555608216e+03	(-1.41995533253188e-01dB,1.49721943723799e+01)
8.33738766940661e+03	(-1.35726468624640e-01dB,1.46366205286902e+01)
8.53159037603176e+03	(-1.29729087264920e-01dB,1.43083463677212e+01)
8.73031664480322e+03	(-1.23992051912459e-01dB,1.39872272389692e+01)
8.93367184301916e+03	(-1.18504461069746e-01dB,1.36731204650488e+01)
9.14176379229740e+03	(-1.13255835467917e-01dB,1.33658853728662e+01)
9.35470282574386e+03	(-1.08236104664068e-01dB,1.30653833202149e+01)
9.57260184645266e+03	(-1.03435593800553e-01dB,1.27714777180376e+01)
9.79557638736881e+03	(-9.88450105513061e-02dB,1.24840340485952e+01)
1.00237446725453e+04	(-9.44554322774552e-02dB,1.22029198797767e+01)
1.02572276798272e+04	(-9.02582934111965e-02dB,1.19280048757802e+01)
1.04961492049953e+04	(-8.62453730842507e-02dB,1.16591608043891e+01)
1.07406359274049e+04	(-8.24087830145548e-02dB,1.13962615410583e+01)
1.09908174771524e+04	(-7.87409556625277e-02dB,1.11391830700221e+01)
1.12468265038069e+04	(-7.52346326662215e-02dB,1.08878034826228e+01)
1.15087987467430e+04	(-7.18828535624390e-02dB,1.06420029730565e+01)
1.17768731071116e+04	(-6.86789447996371e-02dB,1.04016638317198e+01)
1.20511917214870e+04	(-6.56165090461937e-02dB,1.01666704363379e+01)
1.23319000372295e+04	(-6.26894147966935e-02dB,9.93690924104160e+00)
1.26191468896037e+04	(-5.98917862775423e-02dB,9.71226876355702e+00)
1.29130845806930e+04	(-5.72179936515961e-02dB,9.49263957066168e+00)
1.32138689601518e+04	(-5.46626435211185e-02dB,9.27791426205266e+00)
1.35216595078395e+04	(-5.22205697272301e-02dB,9.06798745276659e+00)
1.38366194183786e+04	(-4.98868244426246e-02dB,8.86275575428223e+00)
1.41589156876826e+04	(-4.76566695549359e-02dB,8.66211775442967e+00)
1.44887192014996e+04	(-4.55255683359831e-02dB,8.46597399622370e+00)
1.48262048260182e+04	(-4.34891773928904e-02dB,8.27422695573091e+00)
1.51715515005835e+04	(-4.15433388957476e-02dB,8.08678101907509e+00)
1.55249423325736e+04	(-3.96840730766411e-02dB,7.90354245867773e+00)
1.58865646944854e+04	(-3.79075709942132e-02dB,7.72441940882551e+00)
1.62566103232818e+04	(-3.62101875578213e-02dB,7.54932184064994e+00)
1.66352754220532e+04	(-3.45884348051019e-02dB,7.37816153659982e+00)
1.70227607640473e+04	(-3.30389754266832e-02dB,7.21085206448091e+00)
1.74192717991214e+04	(-3.15586165314195e-02dB,7.04730875113260e+00)
1.78250187626747e+04	(-3.01443036456276e-02dB,6.88744865580702e+00)
1.82402167871180e+04	(-2.87931149398365e-02dB,6.73119054331058e+00)
1.86650860159396e+04	(-2.75022556762278e-02dB,6.57845485696427e+00)
1.90998517204285e+04	(-2.62690528702222e-02dB,6.42916369143486e+00)
1.95447444191160e+04	(-2.50909501596452e-02dB,6.28324076548508e+00)
1.99999999999997e+04	(-2.39655028747325e-02dB,6.14061139468746e+00)
2.04658598456148e+04	(-2.28903733027509e-02dB,6.00120246414277e+00)
2.09425709610177e+04	(-2.18633261405414e-02dB,5.86494240124100e+00)
2.14303861047518e+04	(-2.08822241287522e-02dB,5.73176114849983e+00)
2.19295639228634e+04	(-1.99450238616895e-02dB,5.60159013651223e+00)
2.24403690860390e+04	(-1.90497717664436e-02dB,5.47436225703249e+00)
2.29630724299374e+04	(-1.81946002454633e-02dB,5.35001183622761e+00)
2.34979510987903e+04	(-1.73777239766476e-02dB,5.22847460811789e+00)
2.40452886923479e+04	(-1.65974363653797e-02dB,5.10968768822917e+00)
2.46053754162473e+04	(-1.58521061426754e-02dB,4.99358954747655e+00)
2.51785082358830e+04	(-1.51401741042774e-02dB,4.88011998629745e+00)
2.57649910338623e+04	(-1.44601499853010e-02dB,4.76922010905055e+00)
2.63651347711278e+04	(-1.38106094652541e-02dB,4.66083229869465e+00)
2.69792576518327e+04	(-1.31901912984958e-02dB,4.55490019176090e+00)
2.76076852920573e+04	(-1.25975945653340e-02dB,4.45136865362914e+00)
2.82507508924547e+04	(-1.20315760389490e-02dB,4.35018375411904e+00)
2.89087954149182e+04	(-1.14909476637882e-02dB,4.25129274340435e+00)
2.95821677633637e+04	(-1.09745741408570e-02dB,4.15464402825801e+00)
3.02712249687238e+04	(-1.04813706157293e-02dB,4.06018714863455e+00)
3.09763323782492e+04	(-1.00103004651990e-02dB,3.96787275459515e+00)
3.16978638492218e+04	(-9.56037317859289e-03dB,3.87765258357999e+00)
3.24362019471782e+04	(-9.13064232984130e-03dB,3.78947943803134e+00)
3.31917381487508e+04	(-8.72020363677405e-03dB,3.70330716337027e+00)
3.39648730492344e+04	(-8.32819310385837e-03dB,3.61909062632900e+00)
3.47560165749870e+04	(-7.95378524515256e-03dB,3.53678569364030e+00)
3.55655882007780e+04	(-7.59619138407764e-03dB,3.45634921108456e+00)
3.63940171721992e+04	(-7.25465802682209e-03dB,3.37773898289488e+00)
3.72417427332568e+04	(-6.92846530628556e-03dB,3.30091375151949e+00)
3.81092143592644e+04	(-6.61692549370635e-03dB,3.22583317774094e+00)
3.89968919951604e+04	(-6.31938157510414e-03dB,3.15245782115047e+00)
3.99052462993770e+04	(-6.03520588973292e-03dB,3.08074912097604e+00)
4.08347588933900e+04	(-5.76379882798796e-03dB,3.01066937726179e+00)
4.17859226170802e+04	(-5.50458758632983e-03dB,2.94218173239648e+00)
4.27592417900440e+04	(-5.25702497660715e-03dB,2.87525015298832e+00)
4.37552324789904e+04	(-5.02058828773334e-03dB,2.80983941208300e+00)
4.47744227713662e+04	(-4.79477819712541e-03dB,2.74591507172170e+00)
4.58173530553548e+04	(-4.57911773019374e-03dB,2.68344346583575e+00)
4.68845763063978e+04	(-4.37315126547514e-03dB,2.62239168347395e+00)
4.79766583803891e+04	(-4.17644358354551e-03dB,2.56272755235904e+00)
4.90941783136999e+04	(-3.98857895808114e-03dB,2.50441962276904e+00)
5.02377286301909e+04	(-3.80916028667831e-03dB,2.44743715173946e+00)
5.14079156553765e+04	(-3.63780826042645e-03dB,2.39175008758206e+00)
5.26053598379069e+04	(-3.47416056986818e-03dB,2.33732905471578e+00)
5.38306960785375e+04	(-3.31787114637355e-03dB,2.28414533880545e+00)
5.50845740667625e+04	(-3.16860943688022e-03dB,2.23217087220367e+00)
5.63676586252882e+04	(-3.02605971087651e-03dB,2.18137821969135e+00)
5.76806300625313e+04	(-2.88992039802931e-03dB,2.13174056451226e+00)
5.90241845333268e+04	(-2.75990345540992e-03dB,2.08323169469684e+00)
6.03990344080394e+04	(-2.63573376250678e-03dB,2.03582598967073e+00)
6.18059086502709e+04	(-2.51714854335139e-03dB,1.98949840714311e+00)
6.32455532033666e+04	(-2.40389681425630e-03dB,1.94422447027034e+00)
6.47187313859247e+04	(-2.29573885608307e-03dB,1.89998025509001e+00)
6.62262242965172e+04	(-2.19244571006630e-03dB,1.85674237822074e+00)
6.77688312278395e+04	(-2.09379869601228e-03dB,1.81448798482308e+00)
6.93473700905053e+04	(-1.99958895198761e-03dB,1.77319473681668e+00)
7.09626778467140e+04	(-1.90961699460132e-03dB,1.73284080134926e+00)
7.26156109540192e+04	(-1.82369229868625e-03dB,1.69340483951257e+00)
7.43070458194334e+04	(-1.74163289604917e-03dB,1.65486599530083e+00)
7.60378792641111e+04	(-1.66326499175734e-03dB,1.61720388480713e+00)
7.78090289988549e+04	(-1.58842259785323e-03dB,1.58039858565309e+00)
7.96214341106982e+04	(-1.51694718327478e-03dB,1.54443062664750e+00)
8.14760555608213e+04	(-1.44868733943197e-03dB,1.50928097766943e+00)
8.33738766940658e+04	(-1.38349846081115e-03dB,1.47493103977137e+00)
8.53159037603172e+04	(-1.32124243973528e-03dB,1.44136263549814e+00)
8.73031664480319e+04	(-1.26178737483914e-03dB,1.40855799941731e+00)
8.93367184301912e+04	(-1.20500729260586e-03dB,1.37649976885680e+00)
9.14176379229736e+04	(-1.15078188132936e-03dB,1.34517097484563e+00)
9.35470282574382e+04	(-1.09899623697058e-03dB,1.31455503325360e+00)
9.57260184645262e+04	(-1.04954062039946e-03dB,1.28463573612591e+00)
9.79557638736877e+04	(-1.00231022558020e-03dB,1.25539724320877e+00)
1.00237446725453e+05	(-9.57204958005328e-04dB,1.22682407366194e+00)
1.02572276798271e+05	(-9.14129223154105e-04dB,1.19890109795448e+00)
1.04961492049953e+05	(-8.72991724379621e-04dB,1.17161352993984e+00)
1.07406359274049e+05	(-8.33705269949678e-04dB,1.14494691910653e+00)
1.09908174771523e+05	(-7.96186588526877e-04dB,1.11888714300073e+00)
1.12468265038068e+05	(-7.60356153181821e-04dB,1.09342039981722e+00)
1.15087987467430e+05	(-7.26138013127970e-04dB,1.06853320115505e+00)
1.17768731071116e+05	(-6.93459633042954e-04dB,1.04421236493451e+00)
1.20511917214870e+05	(-6.62251739548131e-04dB,1.02044500847186e+00)
1.23319000372294e+05	(-6.32448174747247e-04dB,9.97218541708657e-01)
1.26191468896037e+05	(-6.03985756112773e-04dB,9.74520660592092e-01)
1.29130845806929e+05	(-5.76804142831308e-04dB,9.52339340603388e-01)
1.32138689601517e+05	(-5.50845708036745e-04dB,9.30662830430851e-01)
1.35216595078394e+05	(-5.26055416827760e-04dB,9.09479645784575e-01)
1.38366194183785e+05	(-5.02380709794631e-04dB,8.88778563349669e-01)
1.41589156876825e+05	(-4.79771391670539e-04dB,8.68548614875062e-01)
1.44887192014996e+05	(-4.58179525150800e-04dB,8.48779081394883e-01)
1.48262048260181e+05	(-4.37559329240755e-04dB,8.29459487579580e-01)
1.51715515005834e+05	(-4.17867082448836e-04dB,8.10579596213887e-01)
1.55249423325736e+05	(-3.99061030062245e-04dB,7.92129402798939e-01)
1.58865646944854e+05	(-3.81101295824788e-04dB,7.74099130275734e-01)
1.62566103232817e+05	(-3.63949797366280e-04dB,7.56479223867358e-01)
1.66352754220532e+05	(-3.47570165608661e-04dB,7.39260346037291e-01)
1.70227607640473e+05	(-3.31927667670010e-04dB,7.22433371561289e-01)
1.74192717991213e+05	(-3.16989133327733e-04dB,7.05989382710313e-01)
1.78250187626746e+05	(-3.02722884684667e-04dB,6.89919664542060e-01)
1.82402167871179e+05	(-2.89098669113926e-04dB,6.74215700298683e-01)
1.86650860159395e+05	(-2.76087595108934e-04dB,6.58869166908367e-01)
1.90998517204284e+05	(-2.63662071071130e-04dB,6.43871930588446e-01)
1.95447444191159e+05	(-2.51795746851851e-04dB,6.29216042547800e-01)
1.99999999999997e+05	(-2.40463457915997e-04dB,6.14893734786340e-01)
2.04658598456147e+05	(-2.29641172003826e-04dB,6.00897415989422e-01)
2.09425709610176e+05	(-2.19305938159515e-04dB,5.87219667515046e-01)
2.14303861047518e+05	(-2.09435838192820e-04dB,5.73853239471816e-01)
2.19295639228633e+05	(-2.00009940104999e-04dB,5.60791046885599e-01)
2.24403690860389e+05	(-1.91008253783560e-04dB,5.48026165952916e-01)
2.29630724299373e+05	(-1.82411688623358e-04dB,5.35551830379126e-01)
2.34979510987902e+05	(-1.74202013091243e-04dB,5.23361427799507e-01)
2.40452886923479e+05	(-1.66361815950644e-04dB,5.11448496281377e-01)
2.46053754162472e+05	(-1.58874469524946e-04dB,4.99806720905421e-01)
2.51785082358829e+05	(-1.51724094380460e-04dB,4.88429930424485e-01)
2.57649910338623e+05	(-1.44895525570648e-04dB,4.77312093998062e-01)
2.63651347711277e+05	(-1.38374280646924e-04dB,4.66447318000793e-01)
2.69792576518326e+05	(-1.32146528842880e-04dB,4.55829842903305e-01)
2.76076852920572e+05	(-1.26199061759753e-04dB,4.45454040223779e-01)
2.82507508924546e+05	(-1.20519265423836e-04dB,4.35314409548630e-01)
2.89087954149181e+05	(-1.15095093500728e-04dB,4.25405575620769e-01)
2.95821677633637e+05	(-1.09915041718453e-04dB,4.15722285493906e-01)
3.02712249687237e+05	(-1.04968123600648e-04dB,4.06259405751425e-01)
3.09763323782491e+05	(-1.00243846958170e-04dB,3.97011919788354e-01)
3.16978638492217e+05	(-9.57321919038127e-05dB,3.87974925155024e-01)
3.24362019471781e+05	(-9.14235893698148e-05dB,3.79143630961015e-01)
3.31917381487507e+05	(-8.73089009873613e-05dB,3.70513355338040e-01)
3.39648730492343e+05	(-8.33793996115369e-05dB,3.62079522960420e-01)
3.47560165749869e+05	(-7.96267508263328e-05dB,3.53837662621860e-01)
3.55655882007779e+05	(-7.60429953390317e-05dB,3.45783404867263e-01)
3.63940171721991e+05	(-7.26205320209356e-05dB,3.37912479678306e-01)
3.72417427332567e+05	(-6.93521018191061e-05dB,3.30220714211604e-01)
3.81092143592643e+05	(-6.62307723828741e-05dB,3.22704030588240e-01)
3.89968919951602e+05	(-6.32499233269912e-05dB,3.15358443733513e-01)
3.99052462993769e+05	(-6.04032322326616e-05dB,3.08180059265769e-01)
4.08347588933899e+05	(-5.76846612012873e-05dB,3.01165071433198e-01)
4.17859226170801e+05	(-5.50884440544541e-05dB,2.94309761097514e-01)
4.27592417900439e+05	(-5.26090741415723e-05dB,2.87610493763456e-01)
4.37552324789903e+05	(-5.02412926365484e-05dB,2.81063717653070e-01)
4.47744227713660e+05	(-4.79800773755511e-05dB,2.74665961823765e-01)
4.58173530553547e+05	(-4.58206322011474e-05dB,2.68413834329138e-01)
4.68845763063976e+05	(-4.37583768272641e-05dB,2.62304020421612e-01)
4.79766583803890e+05	(-4.17889371343199e-05dB,2.56333280795928e-01)
4.90941783136998e+05	(-3.99081357797671e-05dB,2.50498449872575e-01)
5.02377286301907e+05	(-3.81119834962662e-05dB,2.44796434120241e-01)
5.14079156553764e+05	(-3.63966705355349e-05dB,2.39224210416411e-01)
5.26053598379067e+05	(-3.47585585924888e-05dB,2.33778824445241e-01)
5.38306960785374e+05	(-3.31941731209502e-05dB,2.28457389131854e-01)
5.50845740667624e+05	(-3.17001959502732e-05dB,2.23257083112256e-01)
5.63676586252881e+05	(-3.02734582269901e-05dB,2.18175149238033e-01)
5.76806300625311e+05	(-2.89109337460850e-05dB,2.13208893115061e-01)
5.90241845333267e+05	(-2.76097324819181e-05dB,2.08355681675452e-01)
6.03990344080393e+05	(-2.63670944663406e-05dB,2.03612941781971e-01)
6.18059086502707e+05	(-2.51803839648162e-05dB,1.98978158864207e-01)
6.32455532033665e+05	(-2.40470838676139e-05dB,1.94448875585753e-01)
6.47187313859245e+05	(-2.29647903375375e-05dB,1.90022690541711e-01)
6.62262242965171e+05	(-2.19312077209372e-05dB,1.85697256985826e-01)
6.77688312278393e+05	(-2.09441437085042e-05dB,1.81470281586559e-01)
6.93473700905051e+05	(-2.00015046445889e-05dB,1.77339523211486e-01)
7.09626778467139e+05	(-1.91012910834046e-05dB,1.73302791739319e-01)
7.26156109540190e+05	(-1.82415935872926e-05dB,1.69357946898979e-01)
7.43070458194332e+05	(-1.74205886648286e-05dB,1.65502897135065e-01)
7.60378792641109e+05	(-1.66365348719141e-05dB,1.61735598499137e-01)
7.78090289988548e+05	(-1.58877691423885e-05dB,1.58054053566234e-01)
7.96214341106981e+05	(-1.51727032739094e-05dB,1.54456310376026e-01)
8.14760555608211e+05	(-1.44898205372756e-05dB,1.50940461398073e-01)
8.33738766940656e+05	(-1.38376724766974e-05dB,1.47504642520620e-01)
8.53159037603170e+05	(-1.32148757920408e-05dB,1.44147032062398e-01)
8.73031664480317e+05	(-1.26201094592700e-05dB,1.40865849806918e-01)
8.93367184301910e+05	(-1.20521119444348e-05dB,1.37659356058730e-01)
9.14176379229734e+05	(-1.15096784350229e-05dB,1.34525850721165e-01)
9.35470282574380e+05	(-1.09916583818312e-05dB,1.31463672395052e-01)
9.57260184645260e+05	(-1.04969530013045e-05dB,1.28471197497958e-01)
9.79557638736875e+05	(-1.00245129668874e-05dB,1.25546839403458e-01)
1.00237446725453e+06	(-9.57333616209658e-06dB,1.22689047599995e-01)
1.02572276798271e+06	(-9.14246563225001e-06dB,1.19896306868888e-01)
1.04961492049953e+06	(-8.73098739926338e-06dB,1.17167136481035e-01)
1.07406359274049e+06	(-8.33802869882653e-06dB,1.14500089411902e-01)
1.09908174771523e+06	(-7.96275601121606e-06dB,1.11893751574380e-01)
1.12468265038068e+06	(-7.60437334669331e-06dB,1.09346741069093e-01)
1.15087987467429e+06	(-7.26212052801177e-06dB,1.06857707451768e-01)
1.17768731071116e+06	(-6.93527157514542e-06dB,1.04425331017288e-01)
1.20511917214869e+06	(-6.62313322020336e-06dB,1.02048322100024e-01)
1.23319000372294e+06	(-6.32504339630939e-06dB,9.97254203900984e-02)
1.26191468896036e+06	(-6.04036979302189e-06dB,9.74553942652126e-02)
1.29130845806929e+06	(-5.76850858919157e-06dB,9.52370401376709e-02)
1.32138689601517e+06	(-5.50888315014040e-06dB,9.30691818162740e-02)
1.35216595078394e+06	(-5.26094273737819e-06dB,9.09506698827319e-02)
1.38366194183785e+06	(-5.02416148447468e-06dB,8.88803810822693e-02)
1.41589156876825e+06	(-4.79803711738586e-06dB,8.68572177281013e-02)
1.44887192014995e+06	(-4.58209001615330e-06dB,8.48801071194613e-02)
1.48262048260181e+06	(-4.37586211845456e-06dB,8.29480009728757e-02)
1.51715515005834e+06	(-4.17891600348375e-06dB,8.10598748663827e-02)
1.55249423325736e+06	(-3.99083390736545e-06dB,7.92147276964002e-02)
1.58865646944853e+06	(-3.81121689286185e-06dB,7.74115811469547e-02)
1.62566103232817e+06	(-3.63968396122072e-06dB,7.56494791709923e-02)
1.66352754220531e+06	(-3.47587127395735e-06dB,7.39274874834937e-02)
1.70227607640472e+06	(-3.31943137270836e-06dB,7.22446930661270e-02)
1.74192717991213e+06	(-3.17003242801571e-06dB,7.06002036831745e-02)
1.78250187626746e+06	(-3.02735751800537e-06dB,6.89931474084773e-02)
1.82402167871179e+06	(-2.89110404592954e-06dB,6.74226721631470e-02)
1.86650860159395e+06	(-2.76098297448693e-06dB,6.58879452637997e-02)
1.90998517204284e+06	(-2.63671831954750e-06dB,6.43881529810719e-02)
1.95447444191159e+06	(-2.51804648283483e-06dB,6.29225001081860e-02)
1.99999999999996e+06	(-2.40471576397363e-06dB,6.14902095393352e-02)
2.04658598456147e+06	(-2.29648576646144e-06dB,6.00905218576640e-02)
2.09425709610176e+06	(-2.19312691357401e-06dB,5.87226949326287e-02)
2.14303861047517e+06	(-2.09441997873562e-06dB,5.73860035265205e-02)
2.19295639228633e+06	(-2.00015557056637e-06dB,5.60797389099461e-02)
2.24403690860389e+06	(-1.91013376836459e-06dB,5.48032084860596e-02)
2.29630724299372e+06	(-1.82416361101169e-06dB,5.35557354233478e-02)
2.34979510987902e+06	(-1.74206273920523e-06dB,5.23366582967741e-02)
2.40452886923478e+06	(-1.66365701936987e-06dB,5.11453307370899e-02)
2.46053754162472e+06	(-1.58878013092398e-06dB,4.99811210881288e-02)
2.51785082358829e+06	(-1.51727327505164e-06dB,4.88434120719013e-02)
2.57649910338622e+06	(-1.44898473593268e-06dB,4.77316004613122e-02)
2.63651347711276e+06	(-1.38376969269782e-06dB,4.66450967603277e-02)
2.69792576518326e+06	(-1.32148980090979e-06dB,4.55833248914231e-02)
2.76076852920572e+06	(-1.26201298041047e-06dB,4.45457218901431e-02)
2.82507508924545e+06	(-1.20521305080443e-06dB,4.35317376066166e-02)
2.89087954149180e+06	(-1.15096954534308e-06dB,4.25408344138642e-02)
2.95821677633636e+06	(-1.09916737823114e-06dB,4.15724869227460e-02)
3.02712249687236e+06	(-1.04969671637050e-06dB,4.06261817033962e-02)
3.09763323782490e+06	(-1.00245257337793e-06dB,3.97014170130013e-02)
3.16978638492217e+06	(-9.57334786440773e-07dB,3.87977025297711e-02)
3.24362019471780e+06	(-9.14247632514166e-07dB,3.79145590929687e-02)
3.31917381487506e+06	(-8.73099715494408e-07dB,3.70515184488549e-02)
3.39648730492342e+06	(-8.33803759852528e-07dB,3.62081230024172e-02)
3.47560165749868e+06	(-7.96276411018193e-07dB,3.53839255747495e-02)
3.55655882007778e+06	(-7.60438073372423e-07dB,3.45784891659545e-02)
3.63940171721990e+06	(-7.26212723167800e-07dB,3.37913867234428e-02)
3.72417427332566e+06	(-6.93527766772107e-07dB,3.30222009155063e-02)
3.81092143592642e+06	(-6.62313879625423e-07dB,3.22705239100452e-02)
3.89968919951602e+06	(-6.32504856769181e-07dB,3.15359571583320e-02)
3.99052462993768e+06	(-6.04037446981657e-07dB,3.08181111836976e-02)
4.08347588933898e+06	(-5.76851290096539e-07dB,3.01166053750271e-02)
4.17859226170800e+06	(-5.50888700029087e-07dB,2.94310677849564e-02)
4.27592417900438e+06	(-5.26094628131567e-07dB,2.87611349326620e-02)
4.37552324789902e+06	(-5.02416479006577e-07dB,2.81064516111403e-02)
4.47744227713659e+06	(-4.79804008288225e-07dB,2.74666706988732e-02)
4.58173530553546e+06	(-4.58209274425659e-07dB,2.68414529757811e-02)
4.68845763063975e+06	(-4.37586457389406e-07dB,2.62304669433646e-02)
4.79766583803889e+06	(-4.17891821062521e-07dB,2.56333886489409e-02)
4.90941783136997e+06	(-3.99083596556885e-07dB,2.50499015138807e-02)
5.02377286301906e+06	(-3.81121877101441e-07dB,2.44796961657548e-02)
5.14079156553763e+06	(-3.63968565968445e-07dB,2.39224702743021e-02)
5.26053598379066e+06	(-3.47587286790961e-07dB,2.33779283911298e-02)
5.38306960785373e+06	(-3.31943281344087e-07dB,2.28457817930645e-02)
5.50845740667622e+06	(-3.17003366150177e-07dB,2.23257483290676e-02)
5.63676586252880e+06	(-3.02735870761837e-07dB,2.18175522706358e-02)
5.76806300625310e+06	(-2.89110506613348e-07dB,2.13209241656065e-02)
5.90241845333266e+06	(-2.76098389200165e-07dB,2.08356006952917e-02)
6.03990344080391e+06	(-2.63671917537945e-07dB,2.03613245348630e-02)
6.18059086502706e+06	(-2.51804727874804e-07dB,1.98978442169156e-02)
6.32455532033663e+06	(-2.40471641617599e-07dB,1.94449139981368e-02)
6.47187313859244e+06	(-2.29648639295069e-07dB,1.90022937290103e-02)
6.62262242965169e+06	(-2.19312758339092e-07dB,1.85697487264864e-02)
6.77688312278392e+06	(-2.09442051618590e-07dB,1.81470496495500e-02)
6.93473700905049e+06	(-2.00015594189798e-07dB,1.77339723776212e-02)
7.09626778467137e+06	(-1.91013419650635e-07dB,1.73302978917242e-02)
7.26156109540188e+06	(-1.82416402492737e-07dB,1.69358121583607e-02)
7.43070458194330e+06	(-1.74206314996762e-07dB,1.65503060160268e-02)
7.60378792641107e+06	(-1.66365740442905e-07dB,1.61735750643131e-02)
7.78090289988546e+06	(-1.58878041288082e-07dB,1.58054195555289e-02)
7.96214341106979e+06	(-1.51727358201588e-07dB,1.54456442887938e-02)
8.14760555608209e+06	(-1.44898499167429e-07dB,1.50940585065400e-02)
8.33738766940654e+06	(-1.38376990593669e-07dB,1.47504757933698e-02)
8.53159037603168e+06	(-1.32149000166226e-07dB,1.44147139772161e-02)
8.73031664480314e+06	(-1.26201326241260e-07dB,1.40865950327528e-02)
8.93367184301908e+06	(-1.20521312984347e-07dB,1.37659449870032e-02)
9.14176379229732e+06	(-1.15096972840068e-07dB,1.34525938270973e-02)
9.35470282574378e+06	(-1.09916748343110e-07dB,1.31463754101295e-02)
9.57260184645257e+06	(-1.04969685697212e-07dB,1.28471273750667e-02)
9.79557638736873e+06	(-1.00245272768141e-07dB,1.25546910566632e-02)
1.00237446725452e+07	(-9.57334921217008e-08dB,1.22689114013339e-02)
1.02572276798271e+07	(-9.14247747360084e-08dB,1.19896368849432e-02)
1.04961492049952e+07	(-8.73099816792696e-08dB,1.17167194324648e-02)
1.07406359274048e+07	(-8.33803886805349e-08dB,1.14500143394707e-02)
1.09908174771523e+07	(-7.96276485209260e-08dB,1.11893801954068e-02)
1.12468265038068e+07	(-7.60438170704747e-08dB,1.09346788086156e-02)
1.15087987467429e+07	(-7.26212761419224e-08dB,1.06857751330647e-02)
1.17768731071115e+07	(-6.93527923146942e-08dB,1.04425371967443e-02)
1.20511917214869e+07	(-6.62313973582895e-08dB,1.02048360316934e-02)
1.23319000372294e+07	(-6.32504837007010e-08dB,9.97254560561963e-03)
1.26191468896036e+07	(-6.04037533190561e-08dB,9.74554275507534e-03)
1.29130845806928e+07	(-5.76851299858158e-08dB,9.52370712015466e-03)
1.32138689601516e+07	(-5.50888749880699e-08dB,9.30692108067709e-03)
1.35216595078394e+07	(-5.26094627292919e-08dB,9.09506969382391e-03)
1.38366194183784e+07	(-5.02416491965882e-08dB,8.88804063319389e-03)
1.41589156876825e+07	(-4.79804141010491e-08dB,8.68572412924647e-03)
1.44887192014995e+07	(-4.58209271262857e-08dB,8.48801291110056e-03)
1.48262048260180e+07	(-4.37586491828143e-08dB,8.29480214965797e-03)
1.51715515005834e+07	(-4.17891887232619e-08dB,8.10598940202186e-03)
1.55249423325735e+07	(-3.99083634593236e-08dB,7.92147455718004e-03)
1.58865646944853e+07	(-3.81121965044523e-08dB,7.74115978292493e-03)
1.62566103232816e+07	(-3.63968565855549e-08dB,7.56494947398161e-03)
1.66352754220531e+07	(-3.47587322962067e-08dB,7.39275020131658e-03)
1.70227607640472e+07	(-3.31943298779395e-08dB,7.22447066260065e-03)
1.74192717991212e+07	(-3.17003330085437e-08dB,7.06002163379906e-03)
1.78250187626745e+07	(-3.02735960517762e-08dB,6.89931592186391e-03)
1.82402167871178e+07	(-2.89110553392324e-08dB,6.74226831850316e-03)
1.86650860159394e+07	(-2.76098429609875e-08dB,6.58879555500212e-03)
1.90998517204283e+07	(-2.63671961188138e-08dB,6.43881625807325e-03)
1.95447444191158e+07	(-2.51804744840752e-08dB,6.29225090671109e-03)
2.00000000000000e+07	(-2.40471669480188e-08dB,6.14902179002890e-03)
