Freq.	V(vout)/V(+)
3.62638638638638e+02	(-1.43468978045253e+01dB,-1.54099922717733e+02)
3.63637637637637e+02	(-1.43942509332256e+01dB,-1.54174958317520e+02)
3.64636636636636e+02	(-1.44414788687923e+01dB,-1.54249554457239e+02)
3.65635635635635e+02	(-1.44885822330946e+01dB,-1.54323715002060e+02)
3.66634634634634e+02	(-1.45355616439168e+01dB,-1.54397443772228e+02)
3.67633633633634e+02	(-1.45824177149839e+01dB,-1.54470744543707e+02)
3.68632632632633e+02	(-1.46291510559878e+01dB,-1.54543621048810e+02)
3.69631631631632e+02	(-1.46757622726137e+01dB,-1.54616076976820e+02)
3.70630630630631e+02	(-1.47222519665655e+01dB,-1.54688115974595e+02)
3.71629629629630e+02	(-1.47686207355928e+01dB,-1.54759741647170e+02)
3.72628628628629e+02	(-1.48148691735160e+01dB,-1.54830957558347e+02)
3.73627627627628e+02	(-1.48609978702532e+01dB,-1.54901767231273e+02)
3.74626626626627e+02	(-1.49070074118458e+01dB,-1.54972174149009e+02)
3.75625625625626e+02	(-1.49528983804844e+01dB,-1.55042181755096e+02)
3.76624624624625e+02	(-1.49986713545354e+01dB,-1.55111793454099e+02)
3.77623623623624e+02	(-1.50443269085661e+01dB,-1.55181012612154e+02)
3.78622622622623e+02	(-1.50898656133713e+01dB,-1.55249842557504e+02)
3.79621621621622e+02	(-1.51352880359987e+01dB,-1.55318286581018e+02)
3.80620620620621e+02	(-1.51805947397750e+01dB,-1.55386347936711e+02)
3.81619619619620e+02	(-1.52257862843313e+01dB,-1.55454029842253e+02)
3.82618618618619e+02	(-1.52708632256289e+01dB,-1.55521335479467e+02)
3.83617617617618e+02	(-1.53158261159849e+01dB,-1.55588267994821e+02)
3.84616616616617e+02	(-1.53606755040977e+01dB,-1.55654830499914e+02)
3.85615615615616e+02	(-1.54054119350722e+01dB,-1.55721026071949e+02)
3.86614614614615e+02	(-1.54500359504453e+01dB,-1.55786857754203e+02)
3.87613613613614e+02	(-1.54945480882113e+01dB,-1.55852328556492e+02)
3.88612612612613e+02	(-1.55389488828465e+01dB,-1.55917441455616e+02)
3.89611611611612e+02	(-1.55832388653348e+01dB,-1.55982199395814e+02)
3.90610610610611e+02	(-1.56274185631923e+01dB,-1.56046605289199e+02)
3.91609609609610e+02	(-1.56714885004922e+01dB,-1.56110662016190e+02)
3.92608608608609e+02	(-1.57154491978895e+01dB,-1.56174372425942e+02)
3.93607607607608e+02	(-1.57593011726457e+01dB,-1.56237739336759e+02)
3.94606606606607e+02	(-1.58030449386532e+01dB,-1.56300765536510e+02)
3.95605605605606e+02	(-1.58466810064597e+01dB,-1.56363453783036e+02)
3.96604604604605e+02	(-1.58902098832924e+01dB,-1.56425806804543e+02)
3.97603603603604e+02	(-1.59336320730822e+01dB,-1.56487827300004e+02)
3.98602602602603e+02	(-1.59769480764878e+01dB,-1.56549517939539e+02)
3.99601601601602e+02	(-1.60201583909192e+01dB,-1.56610881364800e+02)
4.00600600600601e+02	(-1.60632635105621e+01dB,-1.56671920189343e+02)
4.01599599599600e+02	(-1.61062639264008e+01dB,-1.56732636999001e+02)
4.02598598598599e+02	(-1.61491601262424e+01dB,-1.56793034352245e+02)
4.03597597597598e+02	(-1.61919525947396e+01dB,-1.56853114780540e+02)
4.04596596596597e+02	(-1.62346418134142e+01dB,-1.56912880788705e+02)
4.05595595595596e+02	(-1.62772282606802e+01dB,-1.56972334855249e+02)
4.06594594594595e+02	(-1.63197124118667e+01dB,-1.57031479432724e+02)
4.07593593593594e+02	(-1.63620947392407e+01dB,-1.57090316948052e+02)
4.08592592592593e+02	(-1.64043757120299e+01dB,-1.57148849802862e+02)
4.09591591591592e+02	(-1.64465557964452e+01dB,-1.57207080373814e+02)
4.10590590590591e+02	(-1.64886354557028e+01dB,-1.57265011012922e+02)
4.11589589589590e+02	(-1.65306151500471e+01dB,-1.57322644047868e+02)
4.12588588588589e+02	(-1.65724953367724e+01dB,-1.57379981782315e+02)
4.13587587587588e+02	(-1.66142764702447e+01dB,-1.57437026496214e+02)
4.14586586586587e+02	(-1.66559590019241e+01dB,-1.57493780446106e+02)
4.15585585585586e+02	(-1.66975433803859e+01dB,-1.57550245865419e+02)
4.16584584584585e+02	(-1.67390300513427e+01dB,-1.57606424964764e+02)
4.17583583583584e+02	(-1.67804194576653e+01dB,-1.57662319932218e+02)
4.18582582582583e+02	(-1.68217120394045e+01dB,-1.57717932933616e+02)
4.19581581581582e+02	(-1.68629082338116e+01dB,-1.57773266112827e+02)
4.20580580580581e+02	(-1.69040084753600e+01dB,-1.57828321592027e+02)
4.21579579579580e+02	(-1.69450131957655e+01dB,-1.57883101471980e+02)
4.22578578578579e+02	(-1.69859228240074e+01dB,-1.57937607832297e+02)
4.23577577577578e+02	(-1.70267377863487e+01dB,-1.57991842731705e+02)
4.24576576576577e+02	(-1.70674585063567e+01dB,-1.58045808208305e+02)
4.25575575575576e+02	(-1.71080854049233e+01dB,-1.58099506279829e+02)
4.26574574574575e+02	(-1.71486189002850e+01dB,-1.58152938943893e+02)
4.27573573573574e+02	(-1.71890594080427e+01dB,-1.58206108178246e+02)
4.28572572572573e+02	(-1.72294073411818e+01dB,-1.58259015941013e+02)
4.29571571571572e+02	(-1.72696631100919e+01dB,-1.58311664170938e+02)
4.30570570570571e+02	(-1.73098271225860e+01dB,-1.58364054787623e+02)
4.31569569569570e+02	(-1.73498997839200e+01dB,-1.58416189691761e+02)
4.32568568568569e+02	(-1.73898814968124e+01dB,-1.58468070765368e+02)
4.33567567567568e+02	(-1.74297726614625e+01dB,-1.58519699872010e+02)
4.34566566566567e+02	(-1.74695736755704e+01dB,-1.58571078857030e+02)
4.35565565565566e+02	(-1.75092849343549e+01dB,-1.58622209547764e+02)
4.36564564564565e+02	(-1.75489068305727e+01dB,-1.58673093753767e+02)
4.37563563563564e+02	(-1.75884397545368e+01dB,-1.58723733267019e+02)
4.38562562562563e+02	(-1.76278840941349e+01dB,-1.58774129862146e+02)
4.39561561561562e+02	(-1.76672402348477e+01dB,-1.58824285296619e+02)
4.40560560560561e+02	(-1.77065085597668e+01dB,-1.58874201310971e+02)
4.41559559559561e+02	(-1.77456894496128e+01dB,-1.58923879628990e+02)
4.42558558558560e+02	(-1.77847832827535e+01dB,-1.58973321957924e+02)
4.43557557557559e+02	(-1.78237904352208e+01dB,-1.59022529988679e+02)
4.44556556556558e+02	(-1.78627112807290e+01dB,-1.59071505396010e+02)
4.45555555555557e+02	(-1.79015461906918e+01dB,-1.59120249838716e+02)
4.46554554554556e+02	(-1.79402955342399e+01dB,-1.59168764959827e+02)
4.47553553553555e+02	(-1.79789596782377e+01dB,-1.59217052386791e+02)
4.48552552552554e+02	(-1.80175389873009e+01dB,-1.59265113731657e+02)
4.49551551551553e+02	(-1.80560338238128e+01dB,-1.59312950591257e+02)
4.50550550550552e+02	(-1.80944445479416e+01dB,-1.59360564547386e+02)
4.51549549549551e+02	(-1.81327715176565e+01dB,-1.59407957166975e+02)
4.52548548548550e+02	(-1.81710150887445e+01dB,-1.59455130002267e+02)
4.53547547547549e+02	(-1.82091756148267e+01dB,-1.59502084590985e+02)
4.54546546546548e+02	(-1.82472534473746e+01dB,-1.59548822456508e+02)
4.55545545545547e+02	(-1.82852489357260e+01dB,-1.59595345108030e+02)
4.56544544544546e+02	(-1.83231624271010e+01dB,-1.59641654040726e+02)
4.57543543543545e+02	(-1.83609942666181e+01dB,-1.59687750735918e+02)
4.58542542542544e+02	(-1.83987447973097e+01dB,-1.59733636661232e+02)
4.59541541541543e+02	(-1.84364143601374e+01dB,-1.59779313270753e+02)
4.60540540540542e+02	(-1.84740032940083e+01dB,-1.59824782005184e+02)
4.61539539539541e+02	(-1.85115119357892e+01dB,-1.59870044292001e+02)
4.62538538538540e+02	(-1.85489406203229e+01dB,-1.59915101545597e+02)
4.63537537537539e+02	(-1.85862896804426e+01dB,-1.59959955167440e+02)
4.64536536536538e+02	(-1.86235594469871e+01dB,-1.60004606546213e+02)
4.65535535535537e+02	(-1.86607502488155e+01dB,-1.60049057057963e+02)
4.66534534534536e+02	(-1.86978624128223e+01dB,-1.60093308066243e+02)
4.67533533533535e+02	(-1.87348962639515e+01dB,-1.60137360922254e+02)
4.68532532532534e+02	(-1.87718521252113e+01dB,-1.60181216964983e+02)
4.69531531531533e+02	(-1.88087303176888e+01dB,-1.60224877521341e+02)
4.70530530530532e+02	(-1.88455311605636e+01dB,-1.60268343906301e+02)
4.71529529529531e+02	(-1.88822549711225e+01dB,-1.60311617423027e+02)
4.72528528528530e+02	(-1.89189020647731e+01dB,-1.60354699363011e+02)
4.73527527527529e+02	(-1.89554727550581e+01dB,-1.60397591006200e+02)
4.74526526526528e+02	(-1.89919673536688e+01dB,-1.60440293621126e+02)
4.75525525525527e+02	(-1.90283861704588e+01dB,-1.60482808465031e+02)
4.76524524524526e+02	(-1.90647295134577e+01dB,-1.60525136783996e+02)
4.77523523523525e+02	(-1.91009976888845e+01dB,-1.60567279813062e+02)
4.78522522522524e+02	(-1.91371910011608e+01dB,-1.60609238776349e+02)
4.79521521521523e+02	(-1.91733097529243e+01dB,-1.60651014887183e+02)
4.80520520520522e+02	(-1.92093542450416e+01dB,-1.60692609348209e+02)
4.81519519519521e+02	(-1.92453247766216e+01dB,-1.60734023351511e+02)
4.82518518518520e+02	(-1.92812216450279e+01dB,-1.60775258078726e+02)
4.83517517517519e+02	(-1.93170451458922e+01dB,-1.60816314701161e+02)
4.84516516516518e+02	(-1.93527955731266e+01dB,-1.60857194379900e+02)
4.85515515515517e+02	(-1.93884732189361e+01dB,-1.60897898265923e+02)
4.86514514514516e+02	(-1.94240783738315e+01dB,-1.60938427500207e+02)
4.87513513513515e+02	(-1.94596113266415e+01dB,-1.60978783213842e+02)
4.88512512512514e+02	(-1.94950723645248e+01dB,-1.61018966528134e+02)
4.89511511511513e+02	(-1.95304617729829e+01dB,-1.61058978554711e+02)
4.90510510510512e+02	(-1.95657798358715e+01dB,-1.61098820395625e+02)
4.91509509509511e+02	(-1.96010268354130e+01dB,-1.61138493143462e+02)
4.92508508508510e+02	(-1.96362030522077e+01dB,-1.61177997881434e+02)
4.93507507507509e+02	(-1.96713087652466e+01dB,-1.61217335683487e+02)
4.94506506506508e+02	(-1.97063442519222e+01dB,-1.61256507614396e+02)
4.95505505505507e+02	(-1.97413097880404e+01dB,-1.61295514729862e+02)
4.96504504504506e+02	(-1.97762056478321e+01dB,-1.61334358076611e+02)
4.97503503503505e+02	(-1.98110321039644e+01dB,-1.61373038692490e+02)
4.98502502502504e+02	(-1.98457894275521e+01dB,-1.61411557606557e+02)
4.99501501501503e+02	(-1.98804778881686e+01dB,-1.61449915839176e+02)
5.00500500500502e+02	(-1.99150977538574e+01dB,-1.61488114402109e+02)
5.01499499499501e+02	(-1.99496492911430e+01dB,-1.61526154298606e+02)
5.02498498498500e+02	(-1.99841327650414e+01dB,-1.61564036523496e+02)
5.03497497497499e+02	(-2.00185484390719e+01dB,-1.61601762063272e+02)
5.04496496496498e+02	(-2.00528965752666e+01dB,-1.61639331896181e+02)
5.05495495495497e+02	(-2.00871774341824e+01dB,-1.61676746992307e+02)
5.06494494494496e+02	(-2.01213912749103e+01dB,-1.61714008313661e+02)
5.07493493493495e+02	(-2.01555383550870e+01dB,-1.61751116814258e+02)
5.08492492492494e+02	(-2.01896189309043e+01dB,-1.61788073440208e+02)
5.09491491491493e+02	(-2.02236332571205e+01dB,-1.61824879129790e+02)
5.10490490490492e+02	(-2.02575815870694e+01dB,-1.61861534813538e+02)
5.11489489489491e+02	(-2.02914641726716e+01dB,-1.61898041414320e+02)
5.12488488488490e+02	(-2.03252812644438e+01dB,-1.61934399847415e+02)
5.13487487487489e+02	(-2.03590331115091e+01dB,-1.61970611020591e+02)
5.14486486486489e+02	(-2.03927199616067e+01dB,-1.62006675834185e+02)
5.15485485485488e+02	(-2.04263420611021e+01dB,-1.62042595181177e+02)
5.16484484484487e+02	(-2.04598996549962e+01dB,-1.62078369947262e+02)
5.17483483483486e+02	(-2.04933929869357e+01dB,-1.62114001010931e+02)
5.18482482482485e+02	(-2.05268222992220e+01dB,-1.62149489243539e+02)
5.19481481481484e+02	(-2.05601878328212e+01dB,-1.62184835509378e+02)
5.20480480480483e+02	(-2.05934898273732e+01dB,-1.62220040665749e+02)
5.21479479479482e+02	(-2.06267285212012e+01dB,-1.62255105563035e+02)
5.22478478478481e+02	(-2.06599041513208e+01dB,-1.62290031044766e+02)
5.23477477477480e+02	(-2.06930169534495e+01dB,-1.62324817947694e+02)
5.24476476476479e+02	(-2.07260671620155e+01dB,-1.62359467101854e+02)
5.25475475475478e+02	(-2.07590550101667e+01dB,-1.62393979330637e+02)
5.26474474474477e+02	(-2.07919807297800e+01dB,-1.62428355450854e+02)
5.27473473473476e+02	(-2.08248445514701e+01dB,-1.62462596272803e+02)
5.28472472472475e+02	(-2.08576467045978e+01dB,-1.62496702600332e+02)
5.29471471471474e+02	(-2.08903874172796e+01dB,-1.62530675230903e+02)
5.30470470470473e+02	(-2.09230669163956e+01dB,-1.62564514955660e+02)
5.31469469469472e+02	(-2.09556854275986e+01dB,-1.62598222559484e+02)
5.32468468468471e+02	(-2.09882431753224e+01dB,-1.62631798821062e+02)
5.33467467467470e+02	(-2.10207403827904e+01dB,-1.62665244512944e+02)
5.34466466466469e+02	(-2.10531772720238e+01dB,-1.62698560401605e+02)
5.35465465465468e+02	(-2.10855540638500e+01dB,-1.62731747247504e+02)
5.36464464464467e+02	(-2.11178709779110e+01dB,-1.62764805805142e+02)
5.37463463463466e+02	(-2.11501282326714e+01dB,-1.62797736823124e+02)
5.38462462462465e+02	(-2.11823260454267e+01dB,-1.62830541044212e+02)
5.39461461461464e+02	(-2.12144646323110e+01dB,-1.62863219205385e+02)
5.40460460460463e+02	(-2.12465442083055e+01dB,-1.62895772037895e+02)
5.41459459459462e+02	(-2.12785649872461e+01dB,-1.62928200267321e+02)
5.42458458458461e+02	(-2.13105271818313e+01dB,-1.62960504613626e+02)
5.43457457457460e+02	(-2.13424310036299e+01dB,-1.62992685791209e+02)
5.44456456456459e+02	(-2.13742766630890e+01dB,-1.63024744508962e+02)
5.45455455455458e+02	(-2.14060643695414e+01dB,-1.63056681470320e+02)
5.46454454454457e+02	(-2.14377943312136e+01dB,-1.63088497373316e+02)
5.47453453453456e+02	(-2.14694667552327e+01dB,-1.63120192910628e+02)
5.48452452452455e+02	(-2.15010818476345e+01dB,-1.63151768769639e+02)
5.49451451451454e+02	(-2.15326398133707e+01dB,-1.63183225632479e+02)
5.50450450450453e+02	(-2.15641408563160e+01dB,-1.63214564176079e+02)
5.51449449449452e+02	(-2.15955851792760e+01dB,-1.63245785072223e+02)
5.52448448448451e+02	(-2.16269729839938e+01dB,-1.63276888987590e+02)
5.53447447447450e+02	(-2.16583044711577e+01dB,-1.63307876583810e+02)
5.54446446446449e+02	(-2.16895798404080e+01dB,-1.63338748517507e+02)
5.55445445445448e+02	(-2.17207992903443e+01dB,-1.63369505440348e+02)
5.56444444444447e+02	(-2.17519630185322e+01dB,-1.63400147999091e+02)
5.57443443443446e+02	(-2.17830712215108e+01dB,-1.63430676835628e+02)
5.58442442442445e+02	(-2.18141240947989e+01dB,-1.63461092587033e+02)
5.59441441441444e+02	(-2.18451218329025e+01dB,-1.63491395885607e+02)
5.60440440440443e+02	(-2.18760646293213e+01dB,-1.63521587358925e+02)
5.61439439439442e+02	(-2.19069526765552e+01dB,-1.63551667629873e+02)
5.62438438438441e+02	(-2.19377861661115e+01dB,-1.63581637316702e+02)
5.63437437437440e+02	(-2.19685652885111e+01dB,-1.63611497033061e+02)
5.64436436436439e+02	(-2.19992902332955e+01dB,-1.63641247388047e+02)
5.65435435435438e+02	(-2.20299611890328e+01dB,-1.63670888986245e+02)
5.66434434434437e+02	(-2.20605783433245e+01dB,-1.63700422427769e+02)
5.67433433433436e+02	(-2.20911418828121e+01dB,-1.63729848308303e+02)
5.68432432432435e+02	(-2.21216519931831e+01dB,-1.63759167219145e+02)
5.69431431431434e+02	(-2.21521088591772e+01dB,-1.63788379747243e+02)
5.70430430430433e+02	(-2.21825126645934e+01dB,-1.63817486475240e+02)
5.71429429429432e+02	(-2.22128635922951e+01dB,-1.63846487981508e+02)
5.72428428428431e+02	(-2.22431618242173e+01dB,-1.63875384840191e+02)
5.73427427427430e+02	(-2.22734075413719e+01dB,-1.63904177621243e+02)
5.74426426426429e+02	(-2.23036009238544e+01dB,-1.63932866890465e+02)
5.75425425425428e+02	(-2.23337421508495e+01dB,-1.63961453209546e+02)
5.76424424424427e+02	(-2.23638314006372e+01dB,-1.63989937136095e+02)
5.77423423423426e+02	(-2.23938688505990e+01dB,-1.64018319223682e+02)
5.78422422422425e+02	(-2.24238546772233e+01dB,-1.64046600021876e+02)
5.79421421421424e+02	(-2.24537890561117e+01dB,-1.64074780076276e+02)
5.80420420420423e+02	(-2.24836721619844e+01dB,-1.64102859928551e+02)
5.81419419419422e+02	(-2.25135041686864e+01dB,-1.64130840116476e+02)
5.82418418418421e+02	(-2.25432852491926e+01dB,-1.64158721173962e+02)
5.83417417417420e+02	(-2.25730155756140e+01dB,-1.64186503631096e+02)
5.84416416416419e+02	(-2.26026953192032e+01dB,-1.64214188014173e+02)
5.85415415415418e+02	(-2.26323246503598e+01dB,-1.64241774845731e+02)
5.86414414414417e+02	(-2.26619037386359e+01dB,-1.64269264644581e+02)
5.87413413413416e+02	(-2.26914327527418e+01dB,-1.64296657925847e+02)
5.88412412412416e+02	(-2.27209118605513e+01dB,-1.64323955200992e+02)
5.89411411411415e+02	(-2.27503412291072e+01dB,-1.64351156977853e+02)
5.90410410410414e+02	(-2.27797210246265e+01dB,-1.64378263760677e+02)
5.91409409409413e+02	(-2.28090514125060e+01dB,-1.64405276050145e+02)
5.92408408408412e+02	(-2.28383325573270e+01dB,-1.64432194343411e+02)
5.93407407407411e+02	(-2.28675646228613e+01dB,-1.64459019134128e+02)
5.94406406406410e+02	(-2.28967477720757e+01dB,-1.64485750912482e+02)
5.95405405405409e+02	(-2.29258821671378e+01dB,-1.64512390165222e+02)
5.96404404404408e+02	(-2.29549679694203e+01dB,-1.64538937375687e+02)
5.97403403403407e+02	(-2.29840053395071e+01dB,-1.64565393023840e+02)
5.98402402402406e+02	(-2.30129944371972e+01dB,-1.64591757586296e+02)
5.99401401401405e+02	(-2.30419354215107e+01dB,-1.64618031536350e+02)
6.00400400400404e+02	(-2.30708284506931e+01dB,-1.64644215344008e+02)
6.01399399399403e+02	(-2.30996736822206e+01dB,-1.64670309476014e+02)
6.02398398398402e+02	(-2.31284712728046e+01dB,-1.64696314395880e+02)
6.03397397397401e+02	(-2.31572213783970e+01dB,-1.64722230563912e+02)
6.04396396396400e+02	(-2.31859241541945e+01dB,-1.64748058437238e+02)
6.05395395395399e+02	(-2.32145797546441e+01dB,-1.64773798469838e+02)
6.06394394394398e+02	(-2.32431883334468e+01dB,-1.64799451112568e+02)
6.07393393393397e+02	(-2.32717500435633e+01dB,-1.64825016813190e+02)
6.08392392392396e+02	(-2.33002650372180e+01dB,-1.64850496016393e+02)
6.09391391391395e+02	(-2.33287334659040e+01dB,-1.64875889163828e+02)
6.10390390390394e+02	(-2.33571554803875e+01dB,-1.64901196694126e+02)
6.11389389389393e+02	(-2.33855312307122e+01dB,-1.64926419042927e+02)
6.12388388388392e+02	(-2.34138608662044e+01dB,-1.64951556642908e+02)
6.13387387387391e+02	(-2.34421445354768e+01dB,-1.64976609923804e+02)
6.14386386386390e+02	(-2.34703823864335e+01dB,-1.65001579312434e+02)
6.15385385385389e+02	(-2.34985745662738e+01dB,-1.65026465232730e+02)
6.16384384384388e+02	(-2.35267212214973e+01dB,-1.65051268105753e+02)
6.17383383383387e+02	(-2.35548224979079e+01dB,-1.65075988349727e+02)
6.18382382382386e+02	(-2.35828785406181e+01dB,-1.65100626380055e+02)
6.19381381381385e+02	(-2.36108894940530e+01dB,-1.65125182609349e+02)
6.20380380380384e+02	(-2.36388555019553e+01dB,-1.65149657447450e+02)
6.21379379379383e+02	(-2.36667767073889e+01dB,-1.65174051301448e+02)
6.22378378378382e+02	(-2.36946532527434e+01dB,-1.65198364575715e+02)
6.23377377377381e+02	(-2.37224852797380e+01dB,-1.65222597671918e+02)
6.24376376376380e+02	(-2.37502729294258e+01dB,-1.65246750989046e+02)
6.25375375375379e+02	(-2.37780163421979e+01dB,-1.65270824923433e+02)
6.26374374374378e+02	(-2.38057156577875e+01dB,-1.65294819868777e+02)
6.27373373373377e+02	(-2.38333710152738e+01dB,-1.65318736216165e+02)
6.28372372372376e+02	(-2.38609825530860e+01dB,-1.65342574354094e+02)
6.29371371371375e+02	(-2.38885504090076e+01dB,-1.65366334668490e+02)
6.30370370370374e+02	(-2.39160747201797e+01dB,-1.65390017542734e+02)
6.31369369369373e+02	(-2.39435556231057e+01dB,-1.65413623357677e+02)
6.32368368368372e+02	(-2.39709932536548e+01dB,-1.65437152491668e+02)
6.33367367367371e+02	(-2.39983877470655e+01dB,-1.65460605320568e+02)
6.34366366366370e+02	(-2.40257392379500e+01dB,-1.65483982217774e+02)
6.35365365365369e+02	(-2.40530478602980e+01dB,-1.65507283554239e+02)
6.36364364364368e+02	(-2.40803137474800e+01dB,-1.65530509698491e+02)
6.37363363363367e+02	(-2.41075370322513e+01dB,-1.65553661016652e+02)
6.38362362362366e+02	(-2.41347178467559e+01dB,-1.65576737872463e+02)
6.39361361361365e+02	(-2.41618563225301e+01dB,-1.65599740627296e+02)
6.40360360360364e+02	(-2.41889525905057e+01dB,-1.65622669640177e+02)
6.41359359359363e+02	(-2.42160067810144e+01dB,-1.65645525267806e+02)
6.42358358358362e+02	(-2.42430190237909e+01dB,-1.65668307864575e+02)
6.43357357357361e+02	(-2.42699894479767e+01dB,-1.65691017782585e+02)
6.44356356356360e+02	(-2.42969181821235e+01dB,-1.65713655371666e+02)
6.45355355355359e+02	(-2.43238053541966e+01dB,-1.65736220979397e+02)
6.46354354354358e+02	(-2.43506510915792e+01dB,-1.65758714951120e+02)
6.47353353353357e+02	(-2.43774555210746e+01dB,-1.65781137629963e+02)
6.48352352352356e+02	(-2.44042187689109e+01dB,-1.65803489356852e+02)
6.49351351351355e+02	(-2.44309409607436e+01dB,-1.65825770470536e+02)
6.50350350350354e+02	(-2.44576222216593e+01dB,-1.65847981307598e+02)
6.51349349349353e+02	(-2.44842626761793e+01dB,-1.65870122202473e+02)
6.52348348348352e+02	(-2.45108624482623e+01dB,-1.65892193487470e+02)
6.53347347347351e+02	(-2.45374216613085e+01dB,-1.65914195492784e+02)
6.54346346346350e+02	(-2.45639404381625e+01dB,-1.65936128546516e+02)
6.55345345345349e+02	(-2.45904189011164e+01dB,-1.65957992974686e+02)
6.56344344344348e+02	(-2.46168571719137e+01dB,-1.65979789101253e+02)
6.57343343343347e+02	(-2.46432553717520e+01dB,-1.66001517248132e+02)
6.58342342342346e+02	(-2.46696136212860e+01dB,-1.66023177735204e+02)
6.59341341341345e+02	(-2.46959320406315e+01dB,-1.66044770880340e+02)
6.60340340340344e+02	(-2.47222107493679e+01dB,-1.66066296999411e+02)
6.61339339339343e+02	(-2.47484498665416e+01dB,-1.66087756406308e+02)
6.62338338338343e+02	(-2.47746495106690e+01dB,-1.66109149412953e+02)
6.63337337337342e+02	(-2.48008097997397e+01dB,-1.66130476329318e+02)
6.64336336336341e+02	(-2.48269308512197e+01dB,-1.66151737463440e+02)
6.65335335335340e+02	(-2.48530127820540e+01dB,-1.66172933121434e+02)
6.66334334334339e+02	(-2.48790557086701e+01dB,-1.66194063607510e+02)
6.67333333333338e+02	(-2.49050597469810e+01dB,-1.66215129223988e+02)
6.68332332332337e+02	(-2.49310250123877e+01dB,-1.66236130271310e+02)
6.69331331331336e+02	(-2.49569516197828e+01dB,-1.66257067048057e+02)
6.70330330330335e+02	(-2.49828396835531e+01dB,-1.66277939850965e+02)
6.71329329329334e+02	(-2.50086893175824e+01dB,-1.66298748974934e+02)
6.72328328328333e+02	(-2.50345006352547e+01dB,-1.66319494713048e+02)
6.73327327327332e+02	(-2.50602737494570e+01dB,-1.66340177356586e+02)
6.74326326326331e+02	(-2.50860087725821e+01dB,-1.66360797195034e+02)
6.75325325325330e+02	(-2.51117058165314e+01dB,-1.66381354516105e+02)
6.76324324324329e+02	(-2.51373649927181e+01dB,-1.66401849605745e+02)
6.77323323323328e+02	(-2.51629864120692e+01dB,-1.66422282748155e+02)
6.78322322322327e+02	(-2.51885701850293e+01dB,-1.66442654225794e+02)
6.79321321321326e+02	(-2.52141164215626e+01dB,-1.66462964319403e+02)
6.80320320320325e+02	(-2.52396252311559e+01dB,-1.66483213308011e+02)
6.81319319319324e+02	(-2.52650967228214e+01dB,-1.66503401468950e+02)
6.82318318318323e+02	(-2.52905310050994e+01dB,-1.66523529077869e+02)
6.83317317317322e+02	(-2.53159281860607e+01dB,-1.66543596408746e+02)
6.84316316316321e+02	(-2.53412883733097e+01dB,-1.66563603733900e+02)
6.85315315315320e+02	(-2.53666116739868e+01dB,-1.66583551324005e+02)
6.86314314314319e+02	(-2.53918981947710e+01dB,-1.66603439448101e+02)
6.87313313313318e+02	(-2.54171480418828e+01dB,-1.66623268373608e+02)
6.88312312312317e+02	(-2.54423613210864e+01dB,-1.66643038366336e+02)
6.89311311311316e+02	(-2.54675381376924e+01dB,-1.66662749690500e+02)
6.90310310310315e+02	(-2.54926785965607e+01dB,-1.66682402608729e+02)
6.91309309309314e+02	(-2.55177828021025e+01dB,-1.66701997382079e+02)
6.92308308308313e+02	(-2.55428508582835e+01dB,-1.66721534270048e+02)
6.93307307307312e+02	(-2.55678828686254e+01dB,-1.66741013530582e+02)
6.94306306306311e+02	(-2.55928789362095e+01dB,-1.66760435420089e+02)
6.95305305305310e+02	(-2.56178391636784e+01dB,-1.66779800193454e+02)
6.96304304304309e+02	(-2.56427636532389e+01dB,-1.66799108104044e+02)
6.97303303303308e+02	(-2.56676525066641e+01dB,-1.66818359403724e+02)
6.98302302302307e+02	(-2.56925058252962e+01dB,-1.66837554342867e+02)
6.99301301301306e+02	(-2.57173237100483e+01dB,-1.66856693170365e+02)
7.00300300300305e+02	(-2.57421062614078e+01dB,-1.66875776133638e+02)
7.01299299299304e+02	(-2.57668535794374e+01dB,-1.66894803478648e+02)
7.02298298298303e+02	(-2.57915657637789e+01dB,-1.66913775449909e+02)
7.03297297297302e+02	(-2.58162429136544e+01dB,-1.66932692290495e+02)
7.04296296296301e+02	(-2.58408851278693e+01dB,-1.66951554242056e+02)
7.05295295295300e+02	(-2.58654925048142e+01dB,-1.66970361544821e+02)
7.06294294294299e+02	(-2.58900651424675e+01dB,-1.66989114437616e+02)
7.07293293293298e+02	(-2.59146031383976e+01dB,-1.67007813157870e+02)
7.08292292292297e+02	(-2.59391065897651e+01dB,-1.67026457941625e+02)
7.09291291291296e+02	(-2.59635755933248e+01dB,-1.67045049023549e+02)
7.10290290290295e+02	(-2.59880102454286e+01dB,-1.67063586636943e+02)
7.11289289289294e+02	(-2.60124106420271e+01dB,-1.67082071013753e+02)
7.12288288288293e+02	(-2.60367768786719e+01dB,-1.67100502384579e+02)
7.13287287287292e+02	(-2.60611090505181e+01dB,-1.67118880978685e+02)
7.14286286286291e+02	(-2.60854072523262e+01dB,-1.67137207024008e+02)
7.15285285285290e+02	(-2.61096715784644e+01dB,-1.67155480747169e+02)
7.16284284284289e+02	(-2.61339021229104e+01dB,-1.67173702373482e+02)
7.17283283283288e+02	(-2.61580989792541e+01dB,-1.67191872126962e+02)
7.18282282282287e+02	(-2.61822622406993e+01dB,-1.67209990230336e+02)
7.19281281281286e+02	(-2.62063920000658e+01dB,-1.67228056905053e+02)
